split,equation_name,feature_names,raw_expression,symbolic_expression,param_names,gt_params,numerical_expression,train_nmse,test_nmse,ood_nmse
chem_react,CRK22,t;A,-0.2092477763434658*A(t)**2 - 0.2092477763434658*A(t)*exp(-0.2092477763434658_s*t) + 0.2092477763434658_z*A(t)**2/(0.9716398998349454*A(t)**4 + 1),-c0*A**c1 - c2*A*exp(-c3*_s*t) + c4*_z*A**c5/(c6*A**c7 + c8),c0;c1;c2;c3;c4;c5;c6;c7;c8;_s;_z,2.092477763434658e-01;2.000000000000000e+00;2.092477763434658e-01;2.092477763434658e-01;2.092477763434658e-01;2.000000000000000e+00;9.716398998349454e-01;4.000000000000000e+00;1.000000000000000e+00;3.123147448271679e-01;1.028857649642893e+00,-0.2092477763434658*A**2 + 0.21528617536174*A**2/(0.9716398998349454*A**4 + 1) - 0.2092477763434658*A*exp(-0.06535116587436183*t),2.2293635358768352e-15,2.0184642394943304e-15,5.617855923956886e-13
chem_react,CRK23,t;A,-0.10016955960092372*sqrt(A(t)) + 0.10016955960092372_p*sin(0.8555148185506902*A(t)),-c0*sqrt(A) + c1*_p*sin(c2*A),c0;c1;c2;_p,1.001695596009237e-01;1.001695596009237e-01;8.555148185506902e-01;4.706869220086079e+00,-0.10016955960092372*sqrt(A) + 0.47148501687516587*sin(0.8555148185506902*A),8.160340647719892e-14,7.83867018868521e-14,2.871493204428861e-08
chem_react,CRK24,t;A,-0.20132235137074334*sqrt(A(t)) - 0.20132235137074334*A(t)**2 + 0.20132235137074334_f*A(t)**0.333333333333333,-c0*sqrt(A) - c1*A**c2 + c3*_f*A**c4,c0;c1;c2;c3;c4;_f,2.013223513707433e-01;2.013223513707433e-01;2.000000000000000e+00;2.013223513707433e-01;3.333333333333330e-01;3.148678764665664e+00,0.63389941261361888*A**0.333333333333333 - 0.20132235137074334*sqrt(A) - 0.20132235137074334*A**2,3.159465992527743e-13,1.789878044728647e-13,5.688881453489641e-09
chem_react,CRK25,t;A,-0.15727681835797813*A(t) + 0.15727681835797813_t*sin(log(A(t) + 1)),-c0*A + c1*_t*sin(log(A + c2)),c0;c1;c2;_t,1.572768183579781e-01;1.572768183579781e-01;1.000000000000000e+00;3.122751145472426e+00,-0.15727681835797813*A + 0.49113636468363491*sin(log(A + 1)),2.85879883648642e-14,2.786922979196408e-14,4.2386582580045165e-08
chem_react,CRK26,t;A,-0.33235592877205233*A(t)**2 - 0.33235592877205233*A(t)*exp(-0.33235592877205233_s*t) + 0.33235592877205233_m*sin(sqrt(A(t))),-c0*A**c1 - c2*A*exp(-c3*_s*t) + c4*_m*sin(sqrt(A)),c0;c1;c2;c3;c4;_m;_s,3.323559287720523e-01;2.000000000000000e+00;3.323559287720523e-01;3.323559287720523e-01;3.323559287720523e-01;4.107128880905833e-01;2.127680029454948e-01,-0.33235592877205233*A**2 - 0.33235592877205233*A*exp(-0.070714707231924692*t) + 0.13650286337999781*sin(sqrt(A)),3.962169357200518e-15,3.860166750477156e-15,1.1808284124887876e-09
chem_react,CRK27,t;A,-0.3115334933234426*A(t)**2 - 0.3115334933234426*A(t)*exp(-0.3115334933234426_s*t) + 0.3115334933234426_f*A(t)**0.333333333333333,-c0*A**c1 - c2*A*exp(-c3*_s*t) + c4*_f*A**c5,c0;c1;c2;c3;c4;c5;_f;_s,3.115334933234426e-01;2.000000000000000e+00;3.115334933234426e-01;3.115334933234426e-01;3.115334933234426e-01;3.333333333333330e-01;7.485093494129720e-01;2.720797854846546e-01,0.2331857324078805*A**0.333333333333333 - 0.3115334933234426*A**2 - 0.3115334933234426*A*exp(-0.08476196603472734*t),3.1542655713333903e-14,3.7058885957030987e-14,3.5767735895832245e-09
chem_react,CRK28,t;A,-0.3009370469546767*A(t)*exp(-0.3009370469546767_s*t) + 0.3009370469546767_z*A(t)**2/(0.8913296033617462*A(t)**4 + 1),-c0*A*exp(-c1*_s*t) + c2*_z*A**c3/(c4*A**c5 + c6),c0;c1;c2;c3;c4;c5;c6;_s;_z,3.009370469546767e-01;3.009370469546767e-01;3.009370469546767e-01;2.000000000000000e+00;8.913296033617462e-01;4.000000000000000e+00;1.000000000000000e+00;2.251879484995611e-01;2.456068127218637e+00,0.7391218893246799*A**2/(0.8913296033617462*A**4 + 1) - 0.3009370469546767*A*exp(-0.06776739623123975*t),1.7182738365102329e-12,1.7300031049749454e-12,9.279954386699126e-11
chem_react,CRK29,t;A,-0.10132643987768028*A(t) - 0.10132643987768028*A(t)*exp(-0.10132643987768028_s*t) + 0.10132643987768028_z*A(t)**2/(0.8635828411814722*A(t)**4 + 1),-c0*A - c1*A*exp(-c2*_s*t) + c3*_z*A**c4/(c5*A**c6 + c7),c0;c1;c2;c3;c4;c5;c6;c7;_s;_z,1.013264398776803e-01;1.013264398776803e-01;1.013264398776803e-01;1.013264398776803e-01;2.000000000000000e+00;8.635828411814722e-01;4.000000000000000e+00;1.000000000000000e+00;7.465083371973302e-01;8.152108839414039e+00,0.82602416619319257*A**2/(0.8635828411814722*A**4 + 1) - 0.10132643987768028*A - 0.10132643987768028*A*exp(-0.075641032147212359*t),1.7844430378346907e-13,1.5942758157029681e-13,1.1505536244916463e-08
chem_react,CRK30,t;A,-0.25667350778028636*A(t) - 0.25667350778028636*A(t)*exp(-0.25667350778028636_s*t) + 0.25667350778028636_t*sin(log(A(t) + 1)),-c0*A - c1*A*exp(-c2*_s*t) + c3*_t*sin(log(A + c4)),c0;c1;c2;c3;c4;_s;_t,2.566735077802864e-01;2.566735077802864e-01;2.566735077802864e-01;2.566735077802864e-01;1.000000000000000e+00;8.000803809836032e-02;3.672527147144827e+00,-0.25667350778028636*A - 0.25667350778028636*A*exp(-0.020535943789324936*t) + 0.94264042527599053*sin(log(A + 1)),1.0477735168089675e-12,1.0087583943821658e-12,4.686589685011102e-09
chem_react,CRK31,t;A,-0.5980340707747946*sqrt(A(t)) - 0.5980340707747946*A(t) + 0.5980340707747946_w*cos(log(A(t) + 1)),-c0*sqrt(A) - c1*A + c2*_w*cos(log(A + c3)),c0;c1;c2;c3;_w,5.980340707747946e-01;5.980340707747946e-01;5.980340707747946e-01;1.000000000000000e+00;5.127439385664522e-01,-0.5980340707747946*sqrt(A) - 0.5980340707747946*A + 0.3066383448459966*cos(log(A + 1)),6.926366986377929e-15,3.630127664390021e-15,4.176540317393284e-09
chem_react,CRK32,t;A,-0.49947326957917104*A(t) - 0.49947326957917104*A(t)*exp(-0.49947326957917104_s*t) + 0.49947326957917104_f*A(t)**0.333333333333333,-c0*A - c1*A*exp(-c2*_s*t) + c3*_f*A**c4,c0;c1;c2;c3;c4;_f;_s,4.994732695791710e-01;4.994732695791710e-01;4.994732695791710e-01;4.994732695791710e-01;3.333333333333330e-01;1.599908309653727e+00;1.012463905623306e-01,0.79911143444963161*A**0.333333333333333 - 0.49947326957917104*A - 0.49947326957917104*A*exp(-0.050569865727257013*t),3.4228371646988044e-13,3.466325843913299e-13,4.154516766012595e-10
chem_react,CRK33,t;A,-0.11846873325639269*sqrt(A(t)) - 0.11846873325639269*A(t)**2 + 0.11846873325639269_t*sin(log(A(t) + 1)),-c0*sqrt(A) - c1*A**c2 + c3*_t*sin(log(A + c4)),c0;c1;c2;c3;c4;_t,1.184687332563927e-01;1.184687332563927e-01;2.000000000000000e+00;1.184687332563927e-01;1.000000000000000e+00;7.144356039320834e+00,-0.11846873325639269*sqrt(A) - 0.11846873325639269*A**2 + 0.84638280991099803*sin(log(A + 1)),2.430468945233633e-13,1.9101148260788037e-13,2.8891881692747712e-08
chem_react,CRK34,t;A,-0.1689114325901851*A(t)**2 + 0.1689114325901851_f*A(t)**0.333333333333333,-c0*A**c1 + c2*_f*A**c3,c0;c1;c2;c3;_f,1.689114325901851e-01;2.000000000000000e+00;1.689114325901851e-01;3.333333333333330e-01;4.286279665757745e+00,0.7240016388253205*A**0.333333333333333 - 0.1689114325901851*A**2,2.4852969172316837e-13,2.4210496579951177e-13,1.0856782479224567e-08
chem_react,CRK35,t;A,-0.13625696690019862*A(t) + 0.13625696690019862_q*A(t)*log(0.9423435234237035*t + 1),-c0*A + c1*_q*A*log(c2*t + c3),c0;c1;c2;c3;_q,1.362569669001986e-01;1.362569669001986e-01;9.423435234237035e-01;1.000000000000000e+00;4.569166022170135e-01,0.062258070344434831*A*log(0.9423435234237035*t + 1) - 0.13625696690019862*A,2.1253987282264514e-15,2.018430956483369e-15,2.914433090556102e-14
matsci,MatSci0,epsilon;T,31.119982052994235*epsilon*(-0.05295088673159155*(T - 316.1945018642116) + 1) - 0.22554447458683766*(T - 316.1945018642116) + epsilon**0.5975773894779193*3.629301836816963*(T - 316.1945018642116),c0*epsilon*(-c1*(T - c2) + c3) - c4*(T - c5) + epsilon**c6*c7*(T - c8),c0;c1;c2;c3;c4;c5;c6;c7;c8,3.111998205299424e+01;5.295088673159155e-02;3.161945018642116e+02;1.000000000000000e+00;2.255444745868377e-01;3.161945018642116e+02;5.975773894779193e-01;3.629301836816963e+00;3.161945018642116e+02,31.119982052994235*epsilon*(-0.05295088673159155*(T - 316.1945018642116) + 1) - 0.22554447458683766*(T - 316.1945018642116) + epsilon**0.5975773894779193*3.629301836816963*(T - 316.1945018642116),1.3011520510316633e-14,1.460359096742376e-14,2.331494279770061e-12
matsci,MatSci1,epsilon;T,7.773814951275034*epsilon**3 + 55.12431765498469*epsilon**0.26636900997297436*exp(-52.48673409660327/(8.314*T)) + epsilon*3.8053996848046987*sin(T - 276.43885211152184),c0*epsilon**c1 + c2*epsilon**c3*exp(-c4/(c5*T)) + epsilon*c6*sin(T - c7),c0;c1;c2;c3;c4;c5;c6;c7,7.773814951275034e+00;3.000000000000000e+00;5.512431765498469e+01;2.663690099729744e-01;5.248673409660327e+01;8.314000000000000e+00;3.805399684804699e+00;2.764388521115218e+02,7.773814951275034*epsilon**3 + 55.12431765498469*epsilon**0.26636900997297436*exp(-52.48673409660327/(8.314*T)) + epsilon*3.8053996848046987*sin(T - 276.43885211152184),1.5408732194237127e-12,1.53620781520901e-12,2.825018683669862e-10
matsci,MatSci2,epsilon;T,7.317170963605775*epsilon**3 + 7.9502029236699165*(T - 287.09242249747626)*exp(-epsilon),c0*epsilon**c1 + c2*(T - c3)*exp(-epsilon),c0;c1;c2;c3,7.317170963605775e+00;3.000000000000000e+00;7.950202923669917e+00;2.870924224974763e+02,7.317170963605775*epsilon**3 + 7.9502029236699165*(T - 287.09242249747626)*exp(-epsilon),2.919724650939837e-14,3.038789584608707e-14,2.389135382360895e-11
matsci,MatSci3,epsilon;T,2.0970201031204225*epsilon**3 + 71.35562607889295*epsilon**0.19980173873064822*exp(-5.002925364304703/(8.314*T)) + epsilon**3*3.3046149048519156*(T - 370.1712095389104),c0*epsilon**c1 + c2*epsilon**c3*exp(-c4/(c5*T)) + epsilon**c6*c7*(T - c8),c0;c1;c2;c3;c4;c5;c6;c7;c8,2.097020103120423e+00;3.000000000000000e+00;7.135562607889295e+01;1.998017387306482e-01;5.002925364304703e+00;8.314000000000000e+00;3.000000000000000e+00;3.304614904851916e+00;3.701712095389104e+02,2.0970201031204225*epsilon**3 + 71.35562607889295*epsilon**0.19980173873064822*exp(-5.002925364304703/(8.314*T)) + epsilon**3*3.3046149048519156*(T - 370.1712095389104),2.0038706363892074e-14,1.9531904766890534e-14,9.437332522219759e-13
matsci,MatSci4,epsilon;T,90.77601571302965*epsilon**2 + 2.4819026782864757*(T - 337.7690120541362)*log(epsilon + 1),c0*epsilon**c1 + c2*(T - c3)*log(epsilon + c4),c0;c1;c2;c3;c4,9.077601571302965e+01;2.000000000000000e+00;2.481902678286476e+00;3.377690120541362e+02;1.000000000000000e+00,90.77601571302965*epsilon**2 + 2.4819026782864757*(T - 337.7690120541362)*log(epsilon + 1),1.2719676377615305e-14,1.1459310613185962e-14,1.6742811080458887e-12
matsci,MatSci5,epsilon;T,61.34686906400979*epsilon*(-0.05076522329965729*(T - 278.14787512499896) + 1) + 98.57939495694947*epsilon**0.3178497443603504*exp(-49.45582326747874/(8.314*T)) + epsilon**1.450294566141342*2.304053848821008*(T - 278.14787512499896),c0*epsilon*(-c1*(T - c2) + c3) + c4*epsilon**c5*exp(-c6/(c7*T)) + epsilon**c8*c9*(T - c10),c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10,6.134686906400979e+01;5.076522329965729e-02;2.781478751249990e+02;1.000000000000000e+00;9.857939495694947e+01;3.178497443603504e-01;4.945582326747874e+01;8.314000000000000e+00;1.450294566141342e+00;2.304053848821008e+00;2.781478751249990e+02,61.34686906400979*epsilon*(-0.05076522329965729*(T - 278.14787512499896) + 1) + 98.57939495694947*epsilon**0.3178497443603504*exp(-49.45582326747874/(8.314*T)) + epsilon**1.450294566141342*2.304053848821008*(T - 278.14787512499896),2.3185267713544095e-14,2.6639401731287228e-14,3.422647622497366e-12
matsci,MatSci6,epsilon;T,21.698090453033654*epsilon*(-0.05460334940892902*(T - 342.5784399345082) + 1) + epsilon*5.6497230214391285*(T - 342.5784399345082)**2,c0*epsilon*(-c1*(T - c2) + c3) + epsilon*c4*(T - c5)**c6,c0;c1;c2;c3;c4;c5;c6,2.169809045303365e+01;5.460334940892902e-02;3.425784399345082e+02;1.000000000000000e+00;5.649723021439129e+00;3.425784399345082e+02;2.000000000000000e+00,21.698090453033654*epsilon*(-0.05460334940892902*(T - 342.5784399345082) + 1) + epsilon*5.6497230214391285*(T - 342.5784399345082)**2,4.634543289102764e-14,4.980093976370869e-14,2.3767540491945756e-12
matsci,MatSci7,epsilon;T,6.531365700567425*epsilon**3 - 0.6867651335523405*(T - 289.08080514174986) + 3.018423785145038*(T - 289.08080514174986)*log(epsilon + 1),c0*epsilon**c1 - c2*(T - c3) + c4*(T - c5)*log(epsilon + c6),c0;c1;c2;c3;c4;c5;c6,6.531365700567425e+00;3.000000000000000e+00;6.867651335523405e-01;2.890808051417499e+02;3.018423785145038e+00;2.890808051417499e+02;1.000000000000000e+00,6.531365700567425*epsilon**3 - 0.6867651335523405*(T - 289.08080514174986) + 3.018423785145038*(T - 289.08080514174986)*log(epsilon + 1),1.2498325505021526e-14,1.1363883414551065e-14,1.0653495540633008e-12
matsci,MatSci8,epsilon;T,23.788341555913973*epsilon*(-0.050420144608590484*(T - 330.2004199209183) + 1) + epsilon**0.9585455289307727*5.229500625918487*(T - 330.2004199209183),c0*epsilon*(-c1*(T - c2) + c3) + epsilon**c4*c5*(T - c6),c0;c1;c2;c3;c4;c5;c6,2.378834155591397e+01;5.042014460859048e-02;3.302004199209183e+02;1.000000000000000e+00;9.585455289307727e-01;5.229500625918487e+00;3.302004199209183e+02,23.788341555913973*epsilon*(-0.050420144608590484*(T - 330.2004199209183) + 1) + epsilon**0.9585455289307727*5.229500625918487*(T - 330.2004199209183),1.3399471090697096e-14,1.5225934755656473e-14,1.6859174956273822e-12
matsci,MatSci9,epsilon;T,4.255830478818137*epsilon**3 - 0.39029568781474044*(T - 308.8646781296164) + epsilon**3*8.63802815432207*(T - 308.8646781296164),c0*epsilon**c1 - c2*(T - c3) + epsilon**c4*c5*(T - c6),c0;c1;c2;c3;c4;c5;c6,4.255830478818137e+00;3.000000000000000e+00;3.902956878147404e-01;3.088646781296164e+02;3.000000000000000e+00;8.638028154322070e+00;3.088646781296164e+02,4.255830478818137*epsilon**3 - 0.39029568781474044*(T - 308.8646781296164) + epsilon**3*8.63802815432207*(T - 308.8646781296164),2.7632079712784115e-14,2.9366921096080706e-14,8.069584539726652e-13
matsci,MatSci10,epsilon;T,7.722936175676248*epsilon**3 + 36.65887349971503*epsilon**0.2143544613866963*exp(-82.43745550530616/(8.314*T)) + epsilon*1.3361336987429298*(T - 327.2644634707577)**2,c0*epsilon**c1 + c2*epsilon**c3*exp(-c4/(c5*T)) + epsilon*c6*(T - c7)**c8,c0;c1;c2;c3;c4;c5;c6;c7;c8,7.722936175676248e+00;3.000000000000000e+00;3.665887349971503e+01;2.143544613866963e-01;8.243745550530616e+01;8.314000000000000e+00;1.336133698742930e+00;3.272644634707577e+02;2.000000000000000e+00,7.722936175676248*epsilon**3 + 36.65887349971503*epsilon**0.2143544613866963*exp(-82.43745550530616/(8.314*T)) + epsilon*1.3361336987429298*(T - 327.2644634707577)**2,4.130612190822596e-14,3.908243732002061e-14,2.224437329534021e-12
matsci,MatSci11,epsilon;T,61.560353877200875*epsilon**0.47764005618501093*exp(-55.88105119862867/(8.314*T)) + epsilon**3*7.641072250261916*(T - 344.4595922700062),c0*epsilon**c1*exp(-c2/(c3*T)) + epsilon**c4*c5*(T - c6),c0;c1;c2;c3;c4;c5;c6,6.156035387720087e+01;4.776400561850109e-01;5.588105119862867e+01;8.314000000000000e+00;3.000000000000000e+00;7.641072250261916e+00;3.444595922700062e+02,61.560353877200875*epsilon**0.47764005618501093*exp(-55.88105119862867/(8.314*T)) + epsilon**3*7.641072250261916*(T - 344.4595922700062),1.9087877256418165e-14,1.439678848561764e-14,9.088930056619287e-13
matsci,MatSci12,epsilon;T,3.6246197436205594*epsilon*(-0.05899178254607287*(T - 367.02302414249573) + 1) + 94.20501606887599*epsilon**0.44749237402069686*exp(-55.01606214227756/(8.314*T)) + epsilon*5.12427601442365*exp(-(T - 367.02302414249573)**2),c0*epsilon*(-c1*(T - c2) + c3) + c4*epsilon**c5*exp(-c6/(c7*T)) + epsilon*c8*exp(-(T - c9)**c10),c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10,3.624619743620559e+00;5.899178254607287e-02;3.670230241424957e+02;1.000000000000000e+00;9.420501606887599e+01;4.474923740206969e-01;5.501606214227756e+01;8.314000000000000e+00;5.124276014423650e+00;3.670230241424957e+02;2.000000000000000e+00,3.6246197436205594*epsilon*(-0.05899178254607287*(T - 367.02302414249573) + 1) + 94.20501606887599*epsilon**0.44749237402069686*exp(-55.01606214227756/(8.314*T)) + epsilon*5.12427601442365*exp(-(T - 367.02302414249573)**2),1.6880135452885687e-14,1.4819882589524548e-14,1.2286413337240693e-11
matsci,MatSci13,epsilon;T,-0.6056800229293963*(T - 298.0016449216105) + epsilon*3.1473717381130615*exp(-(T - 298.0016449216105)**2),-c0*(T - c1) + epsilon*c2*exp(-(T - c3)**c4),c0;c1;c2;c3;c4,6.056800229293963e-01;2.980016449216105e+02;3.147371738113061e+00;2.980016449216105e+02;2.000000000000000e+00,-0.6056800229293963*(T - 298.0016449216105) + epsilon*3.1473717381130615*exp(-(T - 298.0016449216105)**2),1.902345828021929e-14,1.8743376180229876e-14,4.81348168588977e-12
matsci,MatSci14,epsilon;T,-0.5449782742323234*(T - 352.1579043725849) + epsilon**0.6261602091724962*1.5180288401497986*(T - 352.1579043725849),-c0*(T - c1) + epsilon**c2*c3*(T - c4),c0;c1;c2;c3;c4,5.449782742323234e-01;3.521579043725849e+02;6.261602091724962e-01;1.518028840149799e+00;3.521579043725849e+02,-0.5449782742323234*(T - 352.1579043725849) + epsilon**0.6261602091724962*1.5180288401497986*(T - 352.1579043725849),2.1658967335959334e-14,1.9449159218379183e-14,1.3639753463867852e-12
matsci,MatSci16,epsilon;T,55.831574155730756*epsilon*(-0.0969609510262908*(T - 325.3097844170149) + 1) + epsilon*6.648022720756571*exp(-(T - 325.3097844170149)**2),c0*epsilon*(-c1*(T - c2) + c3) + epsilon*c4*exp(-(T - c5)**c6),c0;c1;c2;c3;c4;c5;c6,5.583157415573076e+01;9.696095102629081e-02;3.253097844170149e+02;1.000000000000000e+00;6.648022720756571e+00;3.253097844170149e+02;2.000000000000000e+00,55.831574155730756*epsilon*(-0.0969609510262908*(T - 325.3097844170149) + 1) + epsilon*6.648022720756571*exp(-(T - 325.3097844170149)**2),1.5258606062373958e-14,1.391604406571125e-14,1.6436102505575137e-12
matsci,MatSci18,epsilon;T,2.353524517872731*epsilon**2 + epsilon*6.266345790929248*(T - 342.1714397168912)**2,c0*epsilon**c1 + epsilon*c2*(T - c3)**c4,c0;c1;c2;c3;c4,2.353524517872731e+00;2.000000000000000e+00;6.266345790929248e+00;3.421714397168912e+02;2.000000000000000e+00,2.353524517872731*epsilon**2 + epsilon*6.266345790929248*(T - 342.1714397168912)**2,4.60628493241103e-14,4.629056123522976e-14,2.3139565198442188e-12
matsci,MatSci19,epsilon;T,96.82940277854249*epsilon*(-0.00975241411319901*(T - 352.18178394696326) + 1) - 0.4784822007985676*(T - 352.18178394696326) + 8.062014375498787*(T - 352.18178394696326)*log(epsilon + 1),c0*epsilon*(-c1*(T - c2) + c3) - c4*(T - c5) + c6*(T - c7)*log(epsilon + c8),c0;c1;c2;c3;c4;c5;c6;c7;c8,9.682940277854249e+01;9.752414113199010e-03;3.521817839469633e+02;1.000000000000000e+00;4.784822007985676e-01;3.521817839469633e+02;8.062014375498787e+00;3.521817839469633e+02;1.000000000000000e+00,96.82940277854249*epsilon*(-0.00975241411319901*(T - 352.18178394696326) + 1) - 0.4784822007985676*(T - 352.18178394696326) + 8.062014375498787*(T - 352.18178394696326)*log(epsilon + 1),1.4499222908509003e-14,1.4178308536177566e-14,1.765216888269391e-12
matsci,MatSci20,epsilon;T,5.889184448896621*epsilon**3 + 2.8821771197066277*(T - 279.6235977851866)*sin(epsilon),c0*epsilon**c1 + c2*(T - c3)*sin(epsilon),c0;c1;c2;c3,5.889184448896621e+00;3.000000000000000e+00;2.882177119706628e+00;2.796235977851866e+02,5.889184448896621*epsilon**3 + 2.8821771197066277*(T - 279.6235977851866)*sin(epsilon),1.0737315623105625e-14,1.172345281896388e-14,1.520349729602385e-12
matsci,MatSci21,epsilon;T,28.580443564163904*epsilon**2 - 0.28570034656521326*(T - 281.87025337570554) + epsilon**3*4.278428749432679*(T - 281.87025337570554),c0*epsilon**c1 - c2*(T - c3) + epsilon**c4*c5*(T - c6),c0;c1;c2;c3;c4;c5;c6,2.858044356416390e+01;2.000000000000000e+00;2.857003465652133e-01;2.818702533757055e+02;3.000000000000000e+00;4.278428749432679e+00;2.818702533757055e+02,28.580443564163904*epsilon**2 - 0.28570034656521326*(T - 281.87025337570554) + epsilon**3*4.278428749432679*(T - 281.87025337570554),2.972072418916452e-14,3.243001143113936e-14,8.267875957005116e-13
matsci,MatSci22,epsilon;T,72.33109007775502*epsilon**2 + epsilon*7.746546088077286*sin(T - 287.77390919062265),c0*epsilon**c1 + epsilon*c2*sin(T - c3),c0;c1;c2;c3,7.233109007775502e+01;2.000000000000000e+00;7.746546088077286e+00;2.877739091906226e+02,72.33109007775502*epsilon**2 + epsilon*7.746546088077286*sin(T - 287.77390919062265),1.0231862941555375e-11,1.0324857253412684e-11,2.2009333300739863e-10
matsci,MatSci23,epsilon;T,64.94580689182851*epsilon**0.6137004742020207*exp(-36.945147343464875/(8.314*T)) - 0.21482227251600738*(T - 331.6841118020879) + 3.55398315218852*(T - 331.6841118020879)*log(epsilon + 1),c0*epsilon**c1*exp(-c2/(c3*T)) - c4*(T - c5) + c6*(T - c7)*log(epsilon + c8),c0;c1;c2;c3;c4;c5;c6;c7;c8,6.494580689182851e+01;6.137004742020207e-01;3.694514734346487e+01;8.314000000000000e+00;2.148222725160074e-01;3.316841118020879e+02;3.553983152188520e+00;3.316841118020879e+02;1.000000000000000e+00,64.94580689182851*epsilon**0.6137004742020207*exp(-36.945147343464875/(8.314*T)) - 0.21482227251600738*(T - 331.6841118020879) + 3.55398315218852*(T - 331.6841118020879)*log(epsilon + 1),1.2007106575957136e-14,1.4544003993841147e-14,1.5503882124401376e-12
matsci,MatSci24,epsilon;T,99.72829794207104*epsilon*(-0.08976441603442807*(T - 330.599841780566) + 1) + 4.818532892851478*epsilon**3 + 5.41673901332906*(T - 330.599841780566)*sin(epsilon),c0*epsilon*(-c1*(T - c2) + c3) + c4*epsilon**c5 + c6*(T - c7)*sin(epsilon),c0;c1;c2;c3;c4;c5;c6;c7,9.972829794207104e+01;8.976441603442807e-02;3.305998417805660e+02;1.000000000000000e+00;4.818532892851478e+00;3.000000000000000e+00;5.416739013329060e+00;3.305998417805660e+02,99.72829794207104*epsilon*(-0.08976441603442807*(T - 330.599841780566) + 1) + 4.818532892851478*epsilon**3 + 5.41673901332906*(T - 330.599841780566)*sin(epsilon),1.8044480160157648e-14,1.447281031451038e-14,1.5108199143068775e-12
matsci,MatSci25,epsilon;T,83.23132137098519*epsilon**0.9685242195998613*exp(-93.02338528053475/(8.314*T)) + epsilon*4.139814398886958*sin(T - 349.0227859889686),c0*epsilon**c1*exp(-c2/(c3*T)) + epsilon*c4*sin(T - c5),c0;c1;c2;c3;c4;c5,8.323132137098519e+01;9.685242195998613e-01;9.302338528053475e+01;8.314000000000000e+00;4.139814398886958e+00;3.490227859889686e+02,83.23132137098519*epsilon**0.9685242195998613*exp(-93.02338528053475/(8.314*T)) + epsilon*4.139814398886958*sin(T - 349.0227859889686),7.723968004960085e-13,5.312147726604705e-13,1.9324563013882394e-10
matsci,MatSci28,epsilon;T,11.11905375829476*epsilon**2 + 11.11905375829476*epsilon*(-0.09195630170381391*(T - 352.0084637124087) + 1) + 4.3699183274837985*(T - 352.0084637124087)*log(epsilon + 1),c0*epsilon**c1 + c2*epsilon*(-c3*(T - c4) + c5) + c6*(T - c7)*log(epsilon + c8),c0;c1;c2;c3;c4;c5;c6;c7;c8,1.111905375829476e+01;2.000000000000000e+00;1.111905375829476e+01;9.195630170381391e-02;3.520084637124087e+02;1.000000000000000e+00;4.369918327483798e+00;3.520084637124087e+02;1.000000000000000e+00,11.11905375829476*epsilon**2 + 11.11905375829476*epsilon*(-0.09195630170381391*(T - 352.0084637124087) + 1) + 4.3699183274837985*(T - 352.0084637124087)*log(epsilon + 1),1.5363082593215718e-14,1.6244056158111057e-14,2.0300855138747355e-12
phys_osc,PO0,x;t;v,F0*sin(t) - beta*sin(v(t)) - omega0**2*x(t)**3 - omega0**2*x(t)*exp(-Abs(x(t))),F0*sin(t) - beta*sin(v) - omega0**c0*x**c1 - omega0**c2*x*exp(-Abs(x)),c0;c1;c2;F0;beta;omega0,2.000000000000000e+00;3.000000000000000e+00;2.000000000000000e+00;9.479815920380456e-01;7.122767973500881e-01;1.013264955616267e+00,-1.02670587028003*x**3 - 1.02670587028003*x*exp(-Abs(x)) + 0.947981592038046*sin(t) - 0.712276797350088*sin(v),1.7091024565295764e-13,1.8364879264915873e-13,5.822227436407582e-13
phys_osc,PO1,x;t,F0*sin(t) - omega0**2*x(t) - omega0**2*x(t)*exp(-Abs(x(t))),F0*sin(t) - omega0**c0*x - omega0**c1*x*exp(-Abs(x)),c0;c1;F0;omega0,2.000000000000000e+00;2.000000000000000e+00;4.226191609168549e-01;-1.074044651514283e+00,-1.15357191344644*x - 1.15357191344644*x*exp(-Abs(x)) + 0.422619160916855*sin(t),1.2810299004738262e-14,1.2707969827132367e-14,9.598009585672454e-14
phys_osc,PO2,x;t;v,-alpha*v(t)**3 - mu*(1 - x(t)**2)*v(t) - omega0**2*x(t) - omega0**2*x(t)*exp(-Abs(x(t))),-alpha*v**c0 - mu*(c1 - x**c2)*v - omega0**c3*x - omega0**c4*x*exp(-Abs(x)),c0;c1;c2;c3;c4;alpha;mu;omega0,3.000000000000000e+00;1.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;8.924210317897308e-02;7.253064353399377e-01;1.203061222647994e+00,-0.0892421031789731*v**3 - 0.725306435339938*v*(1 - x**2) - 1.44735630543929*x - 1.44735630543929*x*exp(-Abs(x)),3.86727218788868e-13,3.1523099996724143e-13,0.05449832262119841
